iter	Passed	Remaining
0	0	31
1	1	31
2	1	28
3	2	26
4	2	25
5	3	24
6	3	23
7	4	22
8	4	21
9	5	20
10	5	20
11	6	20
12	7	21
13	7	20
14	8	19
15	8	18
16	9	17
17	9	17
18	10	16
19	10	16
20	11	15
21	11	14
22	12	14
23	12	13
24	13	13
25	13	12
26	13	11
27	14	11
28	14	10
29	15	10
30	15	9
31	16	9
32	16	8
33	17	8
34	17	7
35	18	7
36	18	6
37	19	6
38	19	5
39	20	5
40	20	4
41	21	4
42	21	3
43	22	3
44	23	2
45	23	2
46	24	1
47	24	1
48	25	0
49	25	0
